Stime,srcip,sport,dstip,dsport,proto,service,dur,sbytes,dbytes,state,Spkts,Dpkts,is_sm_ips_ports,ct_srv_src,ct_srv_dst,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,ct_dst_ltm,ct_src_ltm,sttl,dttl,trans_depth,res_bdy_len,ct_flw_http_mthd,smeansz,dmeansz,swin,dwin,stcpb,dtcpb,attack_cat,Label
1591890635,10.0.2.15,59590,10.0.2.4,1023,tcp,-,0.000017,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1850857375,0,Exploits ,1
1591890635,10.0.2.15,42594,10.0.2.4,13,tcp,-,0.000009,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,2545302380,0,Exploits ,1
1591890635,10.0.2.15,41648,10.0.2.4,19780,tcp,-,0.000009,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1418035609,0,Exploits ,1
1591890635,10.0.2.15,59856,10.0.2.4,1455,tcp,-,0.000008,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,784141474,0,Exploits ,1
1591890635,10.0.2.15,55040,10.0.2.4,1433,tcp,-,0.00004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,3598908561,0,Exploits ,1
1591890635,10.0.2.15,47966,10.0.2.4,2500,tcp,-,0.000014,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,869791593,0,Exploits ,1
1591890635,10.0.2.15,54618,10.0.2.4,6839,tcp,-,0.000015,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,3295566075,0,Exploits ,1
1591890635,10.0.2.15,35982,10.0.2.4,52822,tcp,-,0.000012,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1988956043,0,Exploits ,1
1591890635,10.0.2.15,37802,10.0.2.4,8194,tcp,-,0.000015,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,2763733084,0,Exploits ,1
1591890635,10.0.2.15,48810,10.0.2.4,17877,tcp,-,0.000014,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1302255227,0,Exploits ,1
1591890635,10.0.2.15,35102,10.0.2.4,10004,tcp,-,0.000012,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,3516795574,0,Exploits ,1
1591890635,10.0.2.15,42968,10.0.2.4,3168,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,3420478981,0,Exploits ,1
1591890635,10.0.2.15,46018,10.0.2.4,8084,tcp,-,0.000014,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,676022342,0,Exploits ,1
1591890635,10.0.2.15,56044,10.0.2.4,8089,tcp,-,0.000014,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,3269787214,0,Exploits ,1
1591890635,10.0.2.15,47500,10.0.2.4,8200,tcp,-,0.000014,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,546539644,0,Exploits ,1
1591890635,10.0.2.15,53336,10.0.2.4,5061,tcp,-,0.000014,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,3886787126,0,Exploits ,1
1591890635,10.0.2.15,40604,10.0.2.4,1032,tcp,-,0.000012,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,478590184,0,Exploits ,1
1591890635,10.0.2.15,58688,10.0.2.4,27000,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1590806430,0,Exploits ,1
1591890635,10.0.2.15,39914,10.0.2.4,32771,tcp,-,0.000012,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,2283630292,0,Exploits ,1
1591890635,10.0.2.15,50112,10.0.2.4,3300,tcp,-,0.000012,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,2774330914,0,Exploits ,1
1591890635,10.0.2.15,45986,10.0.2.4,1782,tcp,-,0.000012,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,175174082,0,Exploits ,1
1591890635,10.0.2.15,38370,10.0.2.4,981,tcp,-,0.000013,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,2594558934,0,Exploits ,1
1591890635,10.0.2.15,56368,10.0.2.4,1328,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,977878875,0,Exploits ,1
1591890635,10.0.2.15,40228,10.0.2.4,50003,tcp,-,0.000012,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,455990900,0,Exploits ,1
1591890635,10.0.2.15,33128,10.0.2.4,1083,tcp,-,0.000012,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,525213765,0,Exploits ,1
1591890635,10.0.2.15,41820,10.0.2.4,5987,tcp,-,0.000013,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,395909402,0,Exploits ,1
1591890635,10.0.2.15,40706,10.0.2.4,1805,tcp,-,0.000014,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,2445401704,0,Exploits ,1
1591890635,10.0.2.15,33434,10.0.2.4,50636,tcp,-,0.000013,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,2807537098,0,Exploits ,1
1591890635,10.0.2.15,44050,10.0.2.4,2288,tcp,-,0.000013,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,2678530741,0,Exploits ,1
1591890635,10.0.2.15,53284,10.0.2.4,444,tcp,-,0.000012,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,439924414,0,Exploits ,1
1591890635,10.0.2.15,41852,10.0.2.4,2005,tcp,-,0.000015,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,150820153,0,Exploits ,1
1591890635,10.0.2.15,38682,10.0.2.4,52673,tcp,-,0.000014,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,24041122,0,Exploits ,1
1591890635,10.0.2.15,37796,10.0.2.4,10621,tcp,-,0.000013,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,2645534944,0,Exploits ,1
1591890635,10.0.2.15,39742,10.0.2.4,62078,tcp,-,0.000014,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,2172013363,0,Exploits ,1
1591890635,10.0.2.15,35392,10.0.2.4,1057,tcp,-,0.00002,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,3643566042,0,Exploits ,1
1591890635,10.0.2.15,58870,10.0.2.4,2967,tcp,-,0.000007,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,3250062024,0,Exploits ,1
1591890635,10.0.2.15,58800,10.0.2.4,5000,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,22595941,0,Exploits ,1
1591890635,10.0.2.15,49732,10.0.2.4,524,tcp,-,0.000009,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1096885923,0,Exploits ,1
1591890635,10.0.2.15,43924,10.0.2.4,5225,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1305922966,0,Exploits ,1
1591890635,10.0.2.15,52310,10.0.2.4,1035,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,507476811,0,Exploits ,1
1591890635,10.0.2.15,52680,10.0.2.4,5269,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,3189738271,0,Exploits ,1
1591890635,10.0.2.15,48964,10.0.2.4,49154,tcp,-,0.000006,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,2020753494,0,Exploits ,1
1591890635,10.0.2.15,60476,10.0.2.4,1031,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,2474323289,0,Exploits ,1
1591890635,10.0.2.15,36570,10.0.2.4,9071,tcp,-,0.00001,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,967411036,0,Exploits ,1
1591890635,10.0.2.15,58218,10.0.2.4,1862,tcp,-,0.000006,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,551502440,0,Exploits ,1
1591890635,10.0.2.15,49064,10.0.2.4,25734,tcp,-,0.000006,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,4255211220,0,Exploits ,1
1591890635,10.0.2.15,41724,10.0.2.4,5952,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1622062921,0,Exploits ,1
1591890635,10.0.2.15,55274,10.0.2.4,1123,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1147374672,0,Exploits ,1
1591890635,10.0.2.15,53964,10.0.2.4,1056,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,3756174722,0,Exploits ,1
1591890635,10.0.2.15,51080,10.0.2.4,4003,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,3482398963,0,Exploits ,1
1591890635,10.0.2.15,50242,10.0.2.4,5815,tcp,-,0.000006,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1193342296,0,Exploits ,1
1591890635,10.0.2.15,55970,10.0.2.4,8022,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,2413073814,0,Exploits ,1
1591890635,10.0.2.15,36934,10.0.2.4,1036,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,25950856,0,Exploits ,1
1591890635,10.0.2.15,50946,10.0.2.4,3077,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1891783386,0,Exploits ,1
1591890635,10.0.2.15,35858,10.0.2.4,4279,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,3725598004,0,Exploits ,1
1591890635,10.0.2.15,48254,10.0.2.4,5414,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,961333572,0,Exploits ,1
1591890635,10.0.2.15,38446,10.0.2.4,1030,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,54428709,0,Exploits ,1
1591890635,10.0.2.15,50590,10.0.2.4,1131,tcp,-,0.000013,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,3318990138,0,Exploits ,1
1591890635,10.0.2.15,42704,10.0.2.4,8443,tcp,-,0.000012,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1025363707,0,Exploits ,1
1591890635,10.0.2.15,35712,10.0.2.4,20221,tcp,-,0.000012,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1036286493,0,Exploits ,1
1591890635,10.0.2.15,50912,10.0.2.4,646,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,4083945037,0,Exploits ,1
1591890635,10.0.2.15,37422,10.0.2.4,10778,tcp,-,0.000012,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1353695116,0,Exploits ,1
1591890635,10.0.2.15,41420,10.0.2.4,9101,tcp,-,0.000013,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,2553891696,0,Exploits ,1
1591890635,10.0.2.15,58700,10.0.2.4,1801,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,992777665,0,Exploits ,1
1591890635,10.0.2.15,55698,10.0.2.4,1524,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1885362460,0,Exploits ,1
1591890635,10.0.2.15,57110,10.0.2.4,1021,tcp,-,0.000012,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1645980514,0,Exploits ,1
1591890635,10.0.2.15,36088,10.0.2.4,19801,tcp,-,0.000014,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,4239655102,0,Exploits ,1
1591890635,10.0.2.15,55574,10.0.2.4,2725,tcp,-,0.000009,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,515355044,0,Exploits ,1
1591890635,10.0.2.15,56584,10.0.2.4,5910,tcp,-,0.000013,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,3039890398,0,Exploits ,1
1591890635,10.0.2.15,55002,10.0.2.4,8651,tcp,-,0.000013,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,851973977,0,Exploits ,1
1591890635,10.0.2.15,36802,10.0.2.4,1105,tcp,-,0.000013,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,2132990298,0,Exploits ,1
1591890635,10.0.2.15,37970,10.0.2.4,1192,tcp,-,0.000029,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,3531912551,0,Exploits ,1
1591890635,10.0.2.15,35598,10.0.2.4,1186,tcp,-,0.000013,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1129836468,0,Exploits ,1
1591890635,10.0.2.15,54124,10.0.2.4,512,tcp,-,0.000008,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,444024822,0,Exploits ,1
1591890635,10.0.2.15,59078,10.0.2.4,1045,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1139879004,0,Exploits ,1
1591890635,10.0.2.15,54852,10.0.2.4,7001,tcp,-,0.000027,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,930530808,0,Exploits ,1
1591890635,10.0.2.15,46978,10.0.2.4,2010,tcp,-,0.000013,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,4252282800,0,Exploits ,1
1591890635,10.0.2.15,55904,10.0.2.4,49158,tcp,-,0.000008,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,2689862661,0,Exploits ,1
1591890635,10.0.2.15,49722,10.0.2.4,20031,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,168818850,0,Exploits ,1
1591890635,10.0.2.15,35836,10.0.2.4,1166,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,2294866518,0,Exploits ,1
1591890635,10.0.2.15,55542,10.0.2.4,9040,tcp,-,0.000012,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,3165399866,0,Exploits ,1
1591890635,10.0.2.15,47832,10.0.2.4,3128,tcp,-,0.000028,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,2122663662,0,Exploits ,1
1591890635,10.0.2.15,38932,10.0.2.4,2998,tcp,-,0.000013,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,303507410,0,Exploits ,1
1591890635,10.0.2.15,52776,10.0.2.4,8021,tcp,-,0.000027,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,4014137513,0,Exploits ,1
1591890635,10.0.2.15,55846,10.0.2.4,49153,tcp,-,0.000013,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,3809071408,0,Exploits ,1
1591890635,10.0.2.15,46680,10.0.2.4,1126,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,4212036925,0,Exploits ,1
1591890635,10.0.2.15,34806,10.0.2.4,543,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,903589038,0,Exploits ,1
1591890635,10.0.2.15,54682,10.0.2.4,9010,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,3687166472,0,Exploits ,1
1591890635,10.0.2.15,60010,10.0.2.4,5988,tcp,-,0.000036,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,3881554915,0,Exploits ,1
1591890635,10.0.2.15,42866,10.0.2.4,843,tcp,-,0.000027,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,982631346,0,Exploits ,1
1591890635,10.0.2.15,58696,10.0.2.4,1213,tcp,-,0.000036,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,397654085,0,Exploits ,1
1591890635,10.0.2.15,60724,10.0.2.4,1130,tcp,-,0.000013,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,960314387,0,Exploits ,1
1591890635,10.0.2.15,55654,10.0.2.4,593,tcp,-,0.000014,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1464679449,0,Exploits ,1
1591890635,10.0.2.15,36948,10.0.2.4,1272,tcp,-,0.000029,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,482407408,0,Exploits ,1
1591890635,10.0.2.15,53588,10.0.2.4,6502,tcp,-,0.000013,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1116267367,0,Exploits ,1
1591890635,10.0.2.15,48658,10.0.2.4,10000,tcp,-,0.000009,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,4057930895,0,Exploits ,1
1591890635,10.0.2.15,51652,10.0.2.4,2046,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,3522720841,0,Exploits ,1
1591890635,10.0.2.15,38192,10.0.2.4,5050,tcp,-,0.000012,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1285735309,0,Exploits ,1
1591890635,10.0.2.15,45756,10.0.2.4,84,tcp,-,0.000013,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,3960534684,0,Exploits ,1
1591890635,10.0.2.15,58546,10.0.2.4,912,tcp,-,0.000012,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,3025367240,0,Exploits ,1
1591890635,10.0.2.15,42908,10.0.2.4,6565,tcp,-,0.000012,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,3446952040,0,Exploits ,1
1591890635,10.0.2.15,55392,10.0.2.4,3998,tcp,-,0.000012,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,3152978441,0,Exploits ,1
1591890635,10.0.2.15,49630,10.0.2.4,9877,tcp,-,0.000013,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,2746641429,0,Exploits ,1
1591890635,10.0.2.15,53536,10.0.2.4,1042,tcp,-,0.000013,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,575058806,0,Exploits ,1
1591890635,10.0.2.15,58896,10.0.2.4,9207,tcp,-,0.000013,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1147687652,0,Exploits ,1
1591890635,10.0.2.15,33708,10.0.2.4,2366,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,2366844249,0,Exploits ,1
1591890635,10.0.2.15,35502,10.0.2.4,13783,tcp,-,0.000014,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,217048366,0,Exploits ,1
1591890635,10.0.2.15,47604,10.0.2.4,8873,tcp,-,0.000013,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,2852021163,0,Exploits ,1
1591890635,10.0.2.15,35494,10.0.2.4,42510,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,3743228250,0,Exploits ,1
1591890635,10.0.2.15,34196,10.0.2.4,3995,tcp,-,0.000013,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,963910757,0,Exploits ,1
1591890635,10.0.2.15,55416,10.0.2.4,1600,tcp,-,0.000013,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,3654029385,0,Exploits ,1
1591890635,10.0.2.15,46776,10.0.2.4,1164,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1312338886,0,Exploits ,1
1591890635,10.0.2.15,56882,10.0.2.4,2007,tcp,-,0.000009,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,2218619241,0,Exploits ,1
1591890635,10.0.2.15,44514,10.0.2.4,30,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,64801324,0,Exploits ,1
1591890635,10.0.2.15,44398,10.0.2.4,5950,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,2448528460,0,Exploits ,1
1591890635,10.0.2.15,36156,10.0.2.4,8701,tcp,-,0.000033,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1639530480,0,Exploits ,1
1591890635,10.0.2.15,47268,10.0.2.4,425,tcp,-,0.000015,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,3103037701,0,Exploits ,1
1591890635,10.0.2.15,36474,10.0.2.4,18040,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,2957588016,0,Exploits ,1
1591890635,10.0.2.15,53488,10.0.2.4,1322,tcp,-,0.000012,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,3276657915,0,Exploits ,1
1591890635,10.0.2.15,56032,10.0.2.4,5357,tcp,-,0.000012,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,2499416151,0,Exploits ,1
1591890635,10.0.2.15,34280,10.0.2.4,54328,tcp,-,0.000013,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,2579028823,0,Exploits ,1
1591890635,10.0.2.15,35266,10.0.2.4,1102,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,59801473,0,Exploits ,1
1591890635,10.0.2.15,59922,10.0.2.4,6001,tcp,-,0.000008,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,366413108,0,Exploits ,1
1591890635,10.0.2.15,56962,10.0.2.4,3071,tcp,-,0.000012,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,931773484,0,Exploits ,1
1591890635,10.0.2.15,33842,10.0.2.4,212,tcp,-,0.000012,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,329489182,0,Exploits ,1
1591890635,10.0.2.15,41128,10.0.2.4,1058,tcp,-,0.000009,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1837502557,0,Exploits ,1
1591890635,10.0.2.15,35228,10.0.2.4,1039,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,3611412424,0,Exploits ,1
1591890635,10.0.2.15,52688,10.0.2.4,2717,tcp,-,0.000013,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1895393184,0,Exploits ,1
1591890635,10.0.2.15,59332,10.0.2.4,8181,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,514444515,0,Exploits ,1
1591890635,10.0.2.15,46910,10.0.2.4,144,tcp,-,0.00003,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,197264813,0,Exploits ,1
1591890635,10.0.2.15,34432,10.0.2.4,1719,tcp,-,0.000006,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,3550738667,0,Exploits ,1
1591890635,10.0.2.15,45760,10.0.2.4,3261,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1086382741,0,Exploits ,1
1591890635,10.0.2.15,49458,10.0.2.4,1065,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1300973220,0,Exploits ,1
1591890635,10.0.2.15,43634,10.0.2.4,5544,tcp,-,0.000029,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1384555340,0,Exploits ,1
1591890635,10.0.2.15,48966,10.0.2.4,5902,tcp,-,0.000013,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,2795750160,0,Exploits ,1
1591890635,10.0.2.15,41726,10.0.2.4,880,tcp,-,0.000009,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1583305165,0,Exploits ,1
1591890635,10.0.2.15,45004,10.0.2.4,6100,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,2081052546,0,Exploits ,1
1591890635,10.0.2.15,37792,10.0.2.4,50000,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200,0,1360986236,0,Exploits ,1
