Stime,srcip,sport,dstip,dsport,proto,service,dur,sbytes,dbytes,state,Spkts,Dpkts,is_sm_ips_ports,ct_srv_src,ct_srv_dst,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,ct_dst_ltm,ct_src_ltm,sttl,dttl,trans_depth,res_len,ct_flw_http_mthd,smeansz,dmeansz,swin,dwin,stcpb,dtcpb
1593625700.08595,10.0.2.15,42864,10.0.2.5,3889,tcp,-,0.000023,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3779262476,0
1593625700.085978,10.0.2.15,40420,10.0.2.5,190,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,659965756,0
1593625700.0859869,10.0.2.15,60104,10.0.2.5,1273,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,1866714485,0
1593625700.086049,10.0.2.15,51290,10.0.2.5,3273,tcp,-,0.000008,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2269696042,0
1593625700.086064,10.0.2.15,33054,10.0.2.5,4359,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,908424393,0
1593625700.086117,10.0.2.15,59148,10.0.2.5,406,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3929547580,0
1593625700.086128,10.0.2.15,56076,10.0.2.5,8000,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,1606056030,0
1593625700.086324,10.0.2.15,44904,10.0.2.5,5043,tcp,-,0.000010,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2195654576,0
1593625700.086342,10.0.2.15,35282,10.0.2.5,2870,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,4107914352,0
1593625700.0863519,10.0.2.15,35768,10.0.2.5,2595,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2043685699,0
1593625700.086362,10.0.2.15,47412,10.0.2.5,3844,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,1840962582,0
1593625700.086433,10.0.2.15,45820,10.0.2.5,3282,tcp,-,0.000008,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3303552332,0
1593625700.086449,10.0.2.15,41812,10.0.2.5,10288,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2627840534,0
1593625700.086589,10.0.2.15,55770,10.0.2.5,4095,tcp,-,0.000027,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,132392679,0
1593625700.086624,10.0.2.15,59390,10.0.2.5,9105,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,11022424,0
1593625700.086634,10.0.2.15,57350,10.0.2.5,3667,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2211510651,0
1593625700.086644,10.0.2.15,57644,10.0.2.5,35357,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,1895384636,0
1593625700.086711,10.0.2.15,44168,10.0.2.5,3410,tcp,-,0.000008,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3445066214,0
1593625700.086825,10.0.2.15,54334,10.0.2.5,15363,tcp,-,0.000014,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3199106341,0
1593625700.086849,10.0.2.15,41742,10.0.2.5,4742,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,1063223616,0
1593625700.08686,10.0.2.15,43332,10.0.2.5,2654,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3470660714,0
1593625700.08687,10.0.2.15,37970,10.0.2.5,9402,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,805844525,0
1593625700.086978,10.0.2.15,43938,10.0.2.5,773,tcp,-,0.000009,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3732145903,0
1593625700.086995,10.0.2.15,43480,10.0.2.5,453,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,1916362032,0
1593625700.087042,10.0.2.15,43624,10.0.2.5,3668,tcp,-,0.000008,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,1297608572,0
1593625700.087346,10.0.2.15,50646,10.0.2.5,16994,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2747969092,0
1593625700.0873652,10.0.2.15,45752,10.0.2.5,1299,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,97556737,0
1593625700.087375,10.0.2.15,43616,10.0.2.5,3733,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,418928646,0
1593625700.087385,10.0.2.15,53632,10.0.2.5,3104,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2313801309,0
1593625700.087513,10.0.2.15,47402,10.0.2.5,1533,tcp,-,0.000023,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,933690339,0
1593625700.087546,10.0.2.15,45222,10.0.2.5,6667,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,1685581059,0
1593625700.0875561,10.0.2.15,50856,10.0.2.5,4065,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2319805344,0
1593625700.0877938,10.0.2.15,50080,10.0.2.5,2638,tcp,-,0.000013,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2530373250,0
1593625700.087816,10.0.2.15,34728,10.0.2.5,2216,tcp,-,0.000043,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,4002091812,0
1593625700.087867,10.0.2.15,40332,10.0.2.5,1776,tcp,-,0.000006,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,291997744,0
1593625700.090707,10.0.2.15,54974,10.0.2.5,1674,tcp,-,0.000034,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,624784429,0
1593625700.090752,10.0.2.15,54144,10.0.2.5,5716,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2123187092,0
1593625700.090763,10.0.2.15,37188,10.0.2.5,1893,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2841211952,0
1593625700.090773,10.0.2.15,59170,10.0.2.5,3784,tcp,-,0.000003,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3727383510,0
1593625700.090782,10.0.2.15,37246,10.0.2.5,2434,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3931606789,0
1593625700.090792,10.0.2.15,49640,10.0.2.5,3491,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2059895947,0
1593625700.090802,10.0.2.15,59042,10.0.2.5,4101,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2462524083,0
1593625700.090981,10.0.2.15,53972,10.0.2.5,1861,tcp,-,0.000029,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3991329977,0
1593625700.091019,10.0.2.15,34214,10.0.2.5,3691,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2202064315,0
1593625700.09112,10.0.2.15,48296,10.0.2.5,715,tcp,-,0.000009,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,1003941409,0
1593625700.091149,10.0.2.15,60414,10.0.2.5,4164,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,1600374503,0
1593625700.091265,10.0.2.15,51114,10.0.2.5,1646,tcp,-,0.000008,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3232877511,0
1593625700.091368,10.0.2.15,47894,10.0.2.5,6066,tcp,-,0.000029,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,1333174405,0
1593625700.0914052,10.0.2.15,38688,10.0.2.5,4358,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2546008871,0
1593625700.0914981,10.0.2.15,56662,10.0.2.5,2930,tcp,-,0.000009,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3710148848,0
1593625700.091514,10.0.2.15,33592,10.0.2.5,1379,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3425843462,0
1593625700.0915241,10.0.2.15,48674,10.0.2.5,1956,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,389717248,0
1593625700.0916288,10.0.2.15,52998,10.0.2.5,1555,tcp,-,0.000008,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3330405649,0
1593625700.091644,10.0.2.15,53944,10.0.2.5,2667,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,402314907,0
1593625700.0916991,10.0.2.15,59394,10.0.2.5,2563,tcp,-,0.000008,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2185684156,0
1593625700.0917141,10.0.2.15,40316,10.0.2.5,1912,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2149733148,0
1593625700.091834,10.0.2.15,49100,10.0.2.5,4082,tcp,-,0.000008,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,352194585,0
1593625700.091851,10.0.2.15,47986,10.0.2.5,2490,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,565943106,0
1593625700.091875,10.0.2.15,39740,10.0.2.5,217,tcp,-,0.000007,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,808609465,0
1593625700.09189,10.0.2.15,49130,10.0.2.5,1630,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,4089714120,0
1593625700.091995,10.0.2.15,56478,10.0.2.5,7628,tcp,-,0.000009,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3296990499,0
1593625700.092012,10.0.2.15,38036,10.0.2.5,2076,tcp,-,0.000010,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,832990462,0
1593625700.092035,10.0.2.15,53692,10.0.2.5,3977,tcp,-,0.000008,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,206894748,0
1593625700.09205,10.0.2.15,52422,10.0.2.5,7010,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,1148012510,0
1593625700.092107,10.0.2.15,52100,10.0.2.5,6029,tcp,-,0.000008,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3158432459,0
1593625700.092163,10.0.2.15,58944,10.0.2.5,6055,tcp,-,0.000008,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,1381336386,0
1593625700.0921779,10.0.2.15,52840,10.0.2.5,5717,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,4006376175,0
1593625700.092223,10.0.2.15,43718,10.0.2.5,13217,tcp,-,0.000007,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,640214597,0
1593625700.092237,10.0.2.15,50014,10.0.2.5,2565,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2412344879,0
1593625700.0923052,10.0.2.15,47184,10.0.2.5,9283,tcp,-,0.000009,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,1739686631,0
1593625700.0923731,10.0.2.15,46670,10.0.2.5,3880,tcp,-,0.000007,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2691161826,0
1593625700.0923882,10.0.2.15,45112,10.0.2.5,3797,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2551396213,0
1593625700.092499,10.0.2.15,36230,10.0.2.5,4395,tcp,-,0.000010,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3768468614,0
1593625700.092517,10.0.2.15,37854,10.0.2.5,5423,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,1167543067,0
1593625700.092527,10.0.2.15,39364,10.0.2.5,3540,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3910162856,0
1593625700.092783,10.0.2.15,37648,10.0.2.5,3626,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,1016225170,0
1593625700.092802,10.0.2.15,57272,10.0.2.5,670,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2864017312,0
1593625700.092864,10.0.2.15,36308,10.0.2.5,3241,tcp,-,0.000008,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3033516974,0
1593625700.09288,10.0.2.15,53608,10.0.2.5,4190,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,1215369120,0
1593625700.0929039,10.0.2.15,60536,10.0.2.5,3209,tcp,-,0.000012,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2233126281,0
1593625700.092928,10.0.2.15,34804,10.0.2.5,6001,tcp,-,0.000008,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2833885120,0
1593625700.0930948,10.0.2.15,35202,10.0.2.5,5638,tcp,-,0.000010,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3948913604,0
1593625700.0931141,10.0.2.15,34820,10.0.2.5,1522,tcp,-,0.000010,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2168369498,0
1593625700.093137,10.0.2.15,49046,10.0.2.5,211,tcp,-,0.000007,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2931815926,0
1593625700.09321,10.0.2.15,59424,10.0.2.5,861,tcp,-,0.000008,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3268457442,0
1593625700.093226,10.0.2.15,50490,10.0.2.5,1804,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2845618227,0
1593625700.093354,10.0.2.15,45132,10.0.2.5,3409,tcp,-,0.000010,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,383547311,0
1593625700.093386,10.0.2.15,49088,10.0.2.5,3919,tcp,-,0.000009,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,4231029277,0
1593625700.093426,10.0.2.15,50046,10.0.2.5,2414,tcp,-,0.000008,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3355879915,0
1593625700.093442,10.0.2.15,47060,10.0.2.5,4405,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3519461414,0
1593625700.093497,10.0.2.15,45414,10.0.2.5,2829,tcp,-,0.000007,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3156776246,0
1593625700.0935369,10.0.2.15,56728,10.0.2.5,6627,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,521668848,0
1593625700.093601,10.0.2.15,43942,10.0.2.5,5417,tcp,-,0.000008,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,1336975323,0
1593625700.093617,10.0.2.15,37720,10.0.2.5,5674,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2557443456,0
1593625700.0937939,10.0.2.15,43266,10.0.2.5,3810,tcp,-,0.000010,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,1470326445,0
1593625700.0938609,10.0.2.15,51992,10.0.2.5,2204,tcp,-,0.000010,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,4172399494,0
1593625700.0938802,10.0.2.15,44728,10.0.2.5,2015,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3376048834,0
1593625700.0939062,10.0.2.15,58328,10.0.2.5,3653,tcp,-,0.000010,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2791491626,0
1593625700.0939279,10.0.2.15,36194,10.0.2.5,4786,tcp,-,0.000008,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,1190530474,0
1593625700.094059,10.0.2.15,48936,10.0.2.5,686,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,749871320,0
1593625700.094082,10.0.2.15,50896,10.0.2.5,1458,tcp,-,0.000010,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3412574164,0
1593625700.0941029,10.0.2.15,46180,10.0.2.5,2834,tcp,-,0.000006,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,4184040396,0
1593625700.09412,10.0.2.15,59304,10.0.2.5,210,tcp,-,0.000008,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2933189088,0
1593625700.09434,10.0.2.15,58356,10.0.2.5,24680,tcp,-,0.000024,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2761555074,0
1593625700.0944018,10.0.2.15,46114,10.0.2.5,5463,tcp,-,0.000006,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,1571610914,0
1593625700.094471,10.0.2.15,53194,10.0.2.5,9022,tcp,-,0.000008,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2399201144,0
1593625700.094487,10.0.2.15,41556,10.0.2.5,1489,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2900424446,0
1593625700.094497,10.0.2.15,60624,10.0.2.5,2358,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2133615074,0
1593625700.09455,10.0.2.15,33640,10.0.2.5,3263,tcp,-,0.000007,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,675036213,0
1593625700.094668,10.0.2.15,47730,10.0.2.5,2461,tcp,-,0.000009,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,30877317,0
1593625700.094732,10.0.2.15,43772,10.0.2.5,3024,tcp,-,0.000010,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2975969972,0
1593625700.09475,10.0.2.15,49802,10.0.2.5,780,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2514519856,0
1593625700.09484,10.0.2.15,50206,10.0.2.5,543,tcp,-,0.000009,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,1390244043,0
1593625700.094856,10.0.2.15,59898,10.0.2.5,6666,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,490696297,0
1593625700.0949051,10.0.2.15,59898,10.0.2.5,2512,tcp,-,0.000007,0,0,REJ,1,1,0,100,100,0,1,100,100,100,64,64,0,0,0,60,40,29200.0,0,520978664,0
1593625700.094919,10.0.2.15,48532,10.0.2.5,3164,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2287089515,0
1593625700.094929,10.0.2.15,39892,10.0.2.5,3454,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,903509585,0
1593625700.0949788,10.0.2.15,39778,10.0.2.5,9953,tcp,-,0.000008,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3668893214,0
1593625700.095033,10.0.2.15,58882,10.0.2.5,3560,tcp,-,0.000007,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2324414475,0
1593625700.095089,10.0.2.15,42762,10.0.2.5,7846,tcp,-,0.000008,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2697625278,0
1593625700.095104,10.0.2.15,42772,10.0.2.5,2080,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,290030562,0
1593625700.095175,10.0.2.15,43300,10.0.2.5,671,tcp,-,0.000009,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,425772142,0
1593625700.095191,10.0.2.15,60638,10.0.2.5,9598,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3759484777,0
1593625700.095201,10.0.2.15,46888,10.0.2.5,284,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,1596384342,0
1593625700.095483,10.0.2.15,41546,10.0.2.5,4389,tcp,-,0.000015,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,331619294,0
1593625700.0957391,10.0.2.15,36108,10.0.2.5,3222,tcp,-,0.000013,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,1020676480,0
1593625700.0957608,10.0.2.15,54150,10.0.2.5,18187,tcp,-,0.000012,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,836822127,0
1593625700.0957859,10.0.2.15,56076,10.0.2.5,24676,tcp,-,0.000008,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3346430770,0
1593625700.095802,10.0.2.15,43496,10.0.2.5,3327,tcp,-,0.000009,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2155598165,0
1593625700.095952,10.0.2.15,47396,10.0.2.5,4842,tcp,-,0.000011,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3826421338,0
1593625700.095971,10.0.2.15,41620,10.0.2.5,2485,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,779662640,0
1593625700.0959811,10.0.2.15,34126,10.0.2.5,1169,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3249837290,0
1593625700.0959911,10.0.2.15,53616,10.0.2.5,5357,tcp,-,0.000005,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2128429991,0
1593625700.096097,10.0.2.15,41178,10.0.2.5,6621,tcp,-,0.000009,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,1244081572,0
1593625700.0961132,10.0.2.15,34104,10.0.2.5,6148,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,2520807316,0
1593625700.096159,10.0.2.15,33038,10.0.2.5,1874,tcp,-,0.000008,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3294309910,0
1593625700.096174,10.0.2.15,35322,10.0.2.5,2619,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,1310246965,0
1593625700.0962882,10.0.2.15,39956,10.0.2.5,1304,tcp,-,0.000010,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,4015033653,0
1593625700.096307,10.0.2.15,45784,10.0.2.5,598,tcp,-,0.000006,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,4196009575,0
1593625700.096319,10.0.2.15,42468,10.0.2.5,4402,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3140588617,0
1593625700.096328,10.0.2.15,44050,10.0.2.5,2233,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3518784278,0
1593625700.096338,10.0.2.15,54538,10.0.2.5,7727,tcp,-,0.000004,0,0,REJ,1,1,0,100,100,0,0,100,100,100,64,64,0,0,0,60,40,29200.0,0,3779149738,0
